source,target,value
BTC Exchange,1FVd6EEQnfq8UPDTzfcCBKZTR4uGGJzbgH,2009.5538483200003
1M5NkxdbwwRcmRnh8YpyBuKZnhMJGKjs9S,BTC Exchange,0.015
BTC Exchange,31k2z8HocUWMCMXBkXREPiXNgK2fB3iLwo,441.73195999999996
BTC Exchange,3N1xWnCNpWJchpC4YckeimkXRyYA7M2iks,2500.0
BTC Exchange,3PBHZqahLuSjcyE6kBcesFT2DzgAQmzYoW,870.2
1FVd6EEQnfq8UPDTzfcCBKZTR4uGGJzbgH,BTC Exchange,2.9755129699999996
BTC Exchange,1FVd6EEQnfq8UPDTzfcCBKZTR4uGGJzbgH,241.97435420999997
1Ja7G9JJRw8w8WWnMzw7PwYehhiZmhESkC,BTC Exchange,935.8259135999999
37XuVSEpWW4trkfmvWzegTHQt7BdktSKUs,BTC Exchange,0.0388
3FiMKffg2kY2Pi2Kebn2HZqN7m6kEcNUMk,BTC Exchange,50.0
BTC Exchange,1Ja7G9JJRw8w8WWnMzw7PwYehhiZmhESkC,2476.4415098599998
13AiVabLoTcYTdaFcFYtpFFmCFagjiUwE2,BTC Exchange,890.0502110000001
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,2500.0
BTC Exchange,13AiVabLoTcYTdaFcFYtpFFmCFagjiUwE2,2641.1605552500005
BTC Exchange,1LuEe5Xkf1eA493SvsKwjPTS9RkW9JV9N2,1125.8141988
BTC Exchange,1M1WMEzrtYn5SFa7DkixAkaA4AyJ3kYrLY,1000.00195563
BTC Exchange,1LuEe5Xkf1eA493SvsKwjPTS9RkW9JV9N2,3705.6427966999995
BTC Exchange,1LuEe5Xkf1eA493SvsKwjPTS9RkW9JV9N2,2760.2759908000003
1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,BTC Exchange,2.389609
BTC Exchange,1LuEe5Xkf1eA493SvsKwjPTS9RkW9JV9N2,319.999363
BTC Exchange,1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,188.998377
1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,BTC Exchange,242.15699
BTC Exchange,1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,774.0323851999999
BTC Exchange,3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,0.00749217
BTC Exchange,193c9dUtSs3cYxbEtQz685dFyU4rW1ewFy,500.0
BTC Exchange,193c9dUtSs3cYxbEtQz685dFyU4rW1ewFy,1000.0
1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,BTC Exchange,3600.0
BTC Exchange,193c9dUtSs3cYxbEtQz685dFyU4rW1ewFy,1000.0
BTC Exchange,1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,0.2500229
BTC Exchange,193c9dUtSs3cYxbEtQz685dFyU4rW1ewFy,1807.651
1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,BTC Exchange,145.99832
BTC Exchange,1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,167.27302939999998
1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,BTC Exchange,25.413996
BTC Exchange,1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,494.4102435399999
BTC Exchange,1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,80.08415860000001
BTC Exchange,3N1xWnCNpWJchpC4YckeimkXRyYA7M2iks,1000.0
BTC Exchange,3PBHZqahLuSjcyE6kBcesFT2DzgAQmzYoW,1735.0
1AaJfJbaoP553HGpmXvqYwZ9a9q8SE9NgX,BTC Exchange,0.014224
BTC Exchange,1AaJfJbaoP553HGpmXvqYwZ9a9q8SE9NgX,1.13802819
BTC Exchange,1Fo497ay4yuv3zQoN9hDWTGuNb33ciioR3,1.13802819
1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,BTC Exchange,7.699283599999999
BTC Exchange,1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,34.984894
37XuVSEpWW4trkfmvWzegTHQt7BdktSKUs,BTC Exchange,0.19935016
3PBHZqahLuSjcyE6kBcesFT2DzgAQmzYoW,BTC Exchange,110.0
1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,BTC Exchange,1659.088776
BTC Exchange,1FishZMR2YSmussTBMCPirja83C3d3CCTX,150.0
BTC Exchange,1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,2480.8073784599997
1FqM3gyBgLxBrvg6Kx1R33Qs8jsLRGprgf,BTC Exchange,750.0
1GcPTDtNXuPghJU5qSGvkPQ99nhWrbQaYR,BTC Exchange,24.245098000000002
1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,BTC Exchange,428.292328
BTC Exchange,1GcPTDtNXuPghJU5qSGvkPQ99nhWrbQaYR,159.998555
BTC Exchange,1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,1732.3332978700003
1GcPTDtNXuPghJU5qSGvkPQ99nhWrbQaYR,BTC Exchange,2514.671141799999
1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,BTC Exchange,400.0
3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,BTC Exchange,1000.0
BTC Exchange,1GcPTDtNXuPghJU5qSGvkPQ99nhWrbQaYR,3580.00040398
BTC Exchange,1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,9.998194
BTC Exchange,3CgKHXR17eh2xCj2RGnHJHTDjPpqaNDgyT,167.99846000000002
3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,BTC Exchange,200.0
3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,BTC Exchange,1000.0
BTC Exchange,3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,0.00876201
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,15.118051000000001
BTC Exchange,1CptxmzfRyU2rF3VJ6q8wa2tkh3cm82p9P,6491.8478037
BTC Exchange,1GcPTDtNXuPghJU5qSGvkPQ99nhWrbQaYR,178.78924175
BTC Exchange,3KTeq879YjzhqkAXzZmdapJAVC6qz5qEth,1000.41
BTC Exchange,1CptxmzfRyU2rF3VJ6q8wa2tkh3cm82p9P,12633.43159658
BTC Exchange,1JnfbQerGjFHVq28945y1bhoUHpn6vKM9v,693.2707874000001
BTC Exchange,1JnfbQerGjFHVq28945y1bhoUHpn6vKM9v,2049.4793895
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,8500.0
3PBHZqahLuSjcyE6kBcesFT2DzgAQmzYoW,BTC Exchange,70.0
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,12.196483250000002
BTC Exchange,3KTeq879YjzhqkAXzZmdapJAVC6qz5qEth,1000.0
35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,BTC Exchange,1300.0
BTC Exchange,1PNkzoSzRgMEZusn62vR4SJsFci18gP46C,7491.593000000001
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,0.0928803
1sswvtzmd9nXbEFDawYPwm8UEdzjbZvpv,BTC Exchange,1.0
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,0.00899596
35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,BTC Exchange,3146.4
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,500.0
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,0.01137768
BTC Exchange,3KTeq879YjzhqkAXzZmdapJAVC6qz5qEth,2317.4893
1BxgwUXszgVMrs9ZSfdcGLqne2vMYaW8jf,BTC Exchange,641.3546580000001
BTC Exchange,3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,0.01095266
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,0.42079170000000005
1BxgwUXszgVMrs9ZSfdcGLqne2vMYaW8jf,BTC Exchange,800.0
1FqM3gyBgLxBrvg6Kx1R33Qs8jsLRGprgf,BTC Exchange,800.0
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,11.77205128
BTC Exchange,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,2955.68193964
BTC Exchange,3KTeq879YjzhqkAXzZmdapJAVC6qz5qEth,522.6556400000001
1JU5gDTe6wvMEymgrHx2fobPeHEQiQNwLN,BTC Exchange,0.05983143
BTC Exchange,1FXHxbZ8HiGDCUrkainA9RKzqfHHkGi1hu,256.14624224999994
BTC Exchange,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,0.003
BTC Exchange,1LRAJB1Jb2U36ErCUgZrowGKWvZVqqttUw,0.003
BTC Exchange,39e7mxbeNmRRnjfy1qkphv1TiMcztZ8VuE,0.001
BTC Exchange,39e7mxbeNmRRnjfy1qkphv1TiMcztZ8VuE,413.167095
3PBHZqahLuSjcyE6kBcesFT2DzgAQmzYoW,BTC Exchange,201.0
BTC Exchange,12Ze14vvoMxEAijZcJVCTG8uzcPB8TSTrs,3.89379817
14XKsv8tT6tt8P8mfDQZgNF8wtN5erNu5D,BTC Exchange,0.005
BTC Exchange,14XKsv8tT6tt8P8mfDQZgNF8wtN5erNu5D,70.08393621999998
1BxgwUXszgVMrs9ZSfdcGLqne2vMYaW8jf,BTC Exchange,51.6807372
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1000.0
BTC Exchange,1ERUJAp2izGN47noZTPYF3GMRHfo2icmr1,2689.4468
BTC Exchange,1fw4PbvZXdzbKo5WD3hdSvqKDze3g4HHe,2689.4468
1JjKam5jq5FhrQkP39U7NrTCLbikL84iiJ,BTC Exchange,0.009000000000000001
BTC Exchange,1JjKam5jq5FhrQkP39U7NrTCLbikL84iiJ,497.99965
BTC Exchange,33C6kjmmGp2mrS6coGn627an3xpiRpEyhX,8000.0
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,8000.0
BTC Exchange,3QB2qhnj5Xxwhh3GKcfwQDSkL91BCCn5cp,8000.0
BTC Exchange,1FXHxbZ8HiGDCUrkainA9RKzqfHHkGi1hu,264.40127709
BTC Exchange,3Hdj2n5DEKPGsRd5md85exAXdwnRbomWTy,8987.1695
BTC Exchange,3NNsvp7bfeihJTiGbiL3t6jH3jUbRERsB7,10306.3997
14XKsv8tT6tt8P8mfDQZgNF8wtN5erNu5D,BTC Exchange,200.0
1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWC,BTC Exchange,0.01588878
3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,BTC Exchange,400.0
356Zz26iW3tYd1xWJjVGa8CPbjC9W5EW9f,BTC Exchange,999.9994
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1500.0
BTC Exchange,12Ze14vvoMxEAijZcJVCTG8uzcPB8TSTrs,811.999984
BTC Exchange,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,5.0363
BTC Exchange,12Ze14vvoMxEAijZcJVCTG8uzcPB8TSTrs,1.05441295
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,3027.676414
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,5624.39909
BTC Exchange,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,1.0878077400000001
BTC Exchange,39e7mxbeNmRRnjfy1qkphv1TiMcztZ8VuE,5624.39909
1BxgwUXszgVMrs9ZSfdcGLqne2vMYaW8jf,BTC Exchange,143.43233
3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,BTC Exchange,500.0
BTC Exchange,12Ze14vvoMxEAijZcJVCTG8uzcPB8TSTrs,0.6300299
BTC Exchange,19pnUzv5KHALEu3DRpyHogT6N3BeHbqJrS,32.31463790000002
BTC Exchange,1M1WMEzrtYn5SFa7DkixAkaA4AyJ3kYrLY,1000.97206417
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,0.2710067
BTC Exchange,3KTeq879YjzhqkAXzZmdapJAVC6qz5qEth,1500.6002
BTC Exchange,16mbJTjtaqzTXajm7uJLspS9FkYvPgspcs,1.66608858
BTC Exchange,18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,2.4476060700000004
BTC Exchange,1M1WMEzrtYn5SFa7DkixAkaA4AyJ3kYrLY,500.05388852
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,998.99971526
3PBHZqahLuSjcyE6kBcesFT2DzgAQmzYoW,BTC Exchange,701.0
BTC Exchange,1M1WMEzrtYn5SFa7DkixAkaA4AyJ3kYrLY,502.09727587000003
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,0.58284605
BTC Exchange,14q2eU3FHbxvi9jLcRwVhrBUBDK4C1nFZ4,7.739742219999999
BTC Exchange,17sdJUuR27w5vJrDP2wqEwcSUo7z3r4X1D,7.739742219999999
BTC Exchange,18agaV9WL6JUq83657mQNCXMddztPWRLa8,7.739742219999999
BTC Exchange,19pnUzv5KHALEu3DRpyHogT6N3BeHbqJrS,4.55303402
BTC Exchange,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,7.739742219999999
BTC Exchange,1ERUJAp2izGN47noZTPYF3GMRHfo2icmr1,2.41115435
BTC Exchange,1FTvwrv3zDfF6JnWEukYN1BKQkd3W56ew1,7.739742219999999
BTC Exchange,1JnfbQerGjFHVq28945y1bhoUHpn6vKM9v,1870.2340080000004
BTC Exchange,1LRAJB1Jb2U36ErCUgZrowGKWvZVqqttUw,7.739742219999999
BTC Exchange,1Ny6TcisB7F2Njjw8Jwi4x4yjsyRfLEQ15,7.739742219999999
BTC Exchange,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,1.78489919
BTC Exchange,1AXskHt4ZwVZLonZV8BMDxh4V65ec41KMJ,141.590877
BTC Exchange,1JnfbQerGjFHVq28945y1bhoUHpn6vKM9v,3659.9886051
BTC Exchange,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,1.3141472500000002
1AXskHt4ZwVZLonZV8BMDxh4V65ec41KMJ,BTC Exchange,105.1719282
BTC Exchange,14q2eU3FHbxvi9jLcRwVhrBUBDK4C1nFZ4,4.493516449999999
BTC Exchange,17sdJUuR27w5vJrDP2wqEwcSUo7z3r4X1D,4.493516449999999
BTC Exchange,18agaV9WL6JUq83657mQNCXMddztPWRLa8,4.493516449999999
BTC Exchange,19pnUzv5KHALEu3DRpyHogT6N3BeHbqJrS,9.694803770000004
BTC Exchange,1AXskHt4ZwVZLonZV8BMDxh4V65ec41KMJ,814.3562873900001
BTC Exchange,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,4.493516449999999
BTC Exchange,1ERUJAp2izGN47noZTPYF3GMRHfo2icmr1,4.493516449999999
BTC Exchange,1FTvwrv3zDfF6JnWEukYN1BKQkd3W56ew1,4.493516449999999
BTC Exchange,1LRAJB1Jb2U36ErCUgZrowGKWvZVqqttUw,4.493516449999999
BTC Exchange,1Ny6TcisB7F2Njjw8Jwi4x4yjsyRfLEQ15,4.493516449999999
BTC Exchange,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.12436769
1AXskHt4ZwVZLonZV8BMDxh4V65ec41KMJ,BTC Exchange,4.186428500000001
1JjKam5jq5FhrQkP39U7NrTCLbikL84iiJ,BTC Exchange,0.01
BTC Exchange,12Ze14vvoMxEAijZcJVCTG8uzcPB8TSTrs,9.247321779999998
BTC Exchange,1AXskHt4ZwVZLonZV8BMDxh4V65ec41KMJ,0.05409954
BTC Exchange,1FishZMR2YSmussTBMCPirja83C3d3CCTX,141.86084843999998
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,3500.0
BTC Exchange,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.8223753500000001
1AXskHt4ZwVZLonZV8BMDxh4V65ec41KMJ,BTC Exchange,851.044665
1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD,BTC Exchange,200.0
BTC Exchange,19pnUzv5KHALEu3DRpyHogT6N3BeHbqJrS,807.63837
BTC Exchange,1AXskHt4ZwVZLonZV8BMDxh4V65ec41KMJ,2989.32278577
BTC Exchange,1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD,2.16337924
BTC Exchange,1JjKam5jq5FhrQkP39U7NrTCLbikL84iiJ,253.99957999999998
1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD,BTC Exchange,427.764864
BTC Exchange,1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD,99.207978
1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD,BTC Exchange,41.048008
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1300.0
BTC Exchange,19pnUzv5KHALEu3DRpyHogT6N3BeHbqJrS,2.656283979999998
BTC Exchange,1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD,590.4118533000001
1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD,BTC Exchange,441.35702200000003
BTC Exchange,1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD,1285.15337946
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,2000.0
BTC Exchange,35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,5.0229077
BTC Exchange,35hK24tcLEWcgNA4JxpvbkNkoAcDGqQPsP,63.113718500000026
BTC Exchange,1FXHxbZ8HiGDCUrkainA9RKzqfHHkGi1hu,203.67344599000003
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,2005.2943363
18f6y4uWnLd7VPzfR2c1dMboihghXYHRH3,BTC Exchange,0.0019666
BTC Exchange,14q2eU3FHbxvi9jLcRwVhrBUBDK4C1nFZ4,2604.4938
BTC Exchange,17sdJUuR27w5vJrDP2wqEwcSUo7z3r4X1D,2604.4938
BTC Exchange,18agaV9WL6JUq83657mQNCXMddztPWRLa8,2604.4938
BTC Exchange,19pnUzv5KHALEu3DRpyHogT6N3BeHbqJrS,967.6583
BTC Exchange,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,2604.4938
BTC Exchange,1LRAJB1Jb2U36ErCUgZrowGKWvZVqqttUw,2604.4938
BTC Exchange,14q2eU3FHbxvi9jLcRwVhrBUBDK4C1nFZ4,4.662970930000001
BTC Exchange,16mbJTjtaqzTXajm7uJLspS9FkYvPgspcs,1180.36832496
BTC Exchange,18agaV9WL6JUq83657mQNCXMddztPWRLa8,4.662970930000001
BTC Exchange,1LRAJB1Jb2U36ErCUgZrowGKWvZVqqttUw,4.662970930000001
BTC Exchange,1Ny6TcisB7F2Njjw8Jwi4x4yjsyRfLEQ15,309.00880524999985
3PBHZqahLuSjcyE6kBcesFT2DzgAQmzYoW,BTC Exchange,50.0
BTC Exchange,16mbJTjtaqzTXajm7uJLspS9FkYvPgspcs,677.2702
BTC Exchange,35hK24tcLEWcgNA4JxpvbkNkoAcDGqQPsP,9.326519359999995
BTC Exchange,3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,0.00803618
BTC Exchange,16mbJTjtaqzTXajm7uJLspS9FkYvPgspcs,370.46005
BTC Exchange,18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,477.9645014300001
1FishZMR2YSmussTBMCPirja83C3d3CCTX,BTC Exchange,3001.0
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1000.0
BTC Exchange,18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,1269.0852242
BTC Exchange,18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,214.06222999999997
BTC Exchange,3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,722.8691
BTC Exchange,18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,1056.9080000000001
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,1082.88976
BTC Exchange,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,184.16304436000001
3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,BTC Exchange,0.06414995
BTC Exchange,18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,1017.43296
BTC Exchange,1BxgwUXszgVMrs9ZSfdcGLqne2vMYaW8jf,150.0
BTC Exchange,18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,92.6095033
BTC Exchange,1NRvGNx72TJAw6eJrFxpz7mdxQfxNSBdkk,63.12832457999999
BTC Exchange,34ovCavdkQgEYbrJk9Q1onhK7uWqq6J7DC,80.23763568999998
BTC Exchange,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,200.27444201
BTC Exchange,18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,40.9407633
BTC Exchange,1JjKam5jq5FhrQkP39U7NrTCLbikL84iiJ,2297.58297
14vbdGfYS7UKMvc4334UZDvTMPFA2G7zCB,BTC Exchange,34.6430753
BTC Exchange,14vbdGfYS7UKMvc4334UZDvTMPFA2G7zCB,691.7878432
BTC Exchange,1FXHxbZ8HiGDCUrkainA9RKzqfHHkGi1hu,272.43029591000027
BTC Exchange,1JjKam5jq5FhrQkP39U7NrTCLbikL84iiJ,4312.984555999999
14vbdGfYS7UKMvc4334UZDvTMPFA2G7zCB,BTC Exchange,605.9997299999999
BTC Exchange,14vbdGfYS7UKMvc4334UZDvTMPFA2G7zCB,1032.9944924
BTC Exchange,1NRvGNx72TJAw6eJrFxpz7mdxQfxNSBdkk,25.00047966
35hK24tcLEWcgNA4JxpvbkNkoAcDGqQPsP,BTC Exchange,0.00591411
BTC Exchange,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,1.2051867
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,2092.45036
14vbdGfYS7UKMvc4334UZDvTMPFA2G7zCB,BTC Exchange,116.623969
1NRvGNx72TJAw6eJrFxpz7mdxQfxNSBdkk,BTC Exchange,0.001
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1000.0
BTC Exchange,14vbdGfYS7UKMvc4334UZDvTMPFA2G7zCB,218.97096860000002
BTC Exchange,1K8QG4fuswaWFZ2fmmuxVKaWibi9H95iGw,1101.8781025399999
BTC Exchange,1LQZz1EfxGRFedd7CNumFFeGPRvc4DH34v,3.697117300000001
BTC Exchange,1Ny6TcisB7F2Njjw8Jwi4x4yjsyRfLEQ15,71.8634288
BTC Exchange,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,145.08385297
3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,BTC Exchange,1.5292056
BTC Exchange,1DwSAnZw4Gk9FotgWZhRb3Nzqi4PLdU8M,197.9988479
BTC Exchange,1K8QG4fuswaWFZ2fmmuxVKaWibi9H95iGw,43.46768428
BTC Exchange,1LQZz1EfxGRFedd7CNumFFeGPRvc4DH34v,5.43831108
18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,BTC Exchange,719.743792
BTC Exchange,18oP9DDaxKrC3XTMC2kZK1wLDGwUcky2oR,0.14953291
BTC Exchange,1DwSAnZw4Gk9FotgWZhRb3Nzqi4PLdU8M,103.211907
BTC Exchange,1LQZz1EfxGRFedd7CNumFFeGPRvc4DH34v,2.7230695999999988
BTC Exchange,1NRvGNx72TJAw6eJrFxpz7mdxQfxNSBdkk,72.73882752
BTC Exchange,bc1qxmmt920rqnd9238t6qw98ld3jm2vfq5fgr4v2x,1068.996824
BTC Exchange,1DwSAnZw4Gk9FotgWZhRb3Nzqi4PLdU8M,731.9909305
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1500.0
BTC Exchange,1DwSAnZw4Gk9FotgWZhRb3Nzqi4PLdU8M,1788.80574796
1BxgwUXszgVMrs9ZSfdcGLqne2vMYaW8jf,BTC Exchange,157.99722
BTC Exchange,1LQZz1EfxGRFedd7CNumFFeGPRvc4DH34v,1.4453915
BTC Exchange,3CCxFk5tDkzbbJ6qJ1j3XTchh6yBuNahFd,0.71278141
BTC Exchange,1FXHxbZ8HiGDCUrkainA9RKzqfHHkGi1hu,518.0310202999999
BTC Exchange,14q2eU3FHbxvi9jLcRwVhrBUBDK4C1nFZ4,2171.55275
BTC Exchange,17sdJUuR27w5vJrDP2wqEwcSUo7z3r4X1D,2171.55275
BTC Exchange,18agaV9WL6JUq83657mQNCXMddztPWRLa8,2171.55275
BTC Exchange,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,2171.55275
BTC Exchange,1LRAJB1Jb2U36ErCUgZrowGKWvZVqqttUw,2171.55275
BTC Exchange,14q2eU3FHbxvi9jLcRwVhrBUBDK4C1nFZ4,4104.23456
BTC Exchange,17sdJUuR27w5vJrDP2wqEwcSUo7z3r4X1D,4104.23456
BTC Exchange,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,4104.23456
BTC Exchange,1LRAJB1Jb2U36ErCUgZrowGKWvZVqqttUw,4104.23456
BTC Exchange,1Ny6TcisB7F2Njjw8Jwi4x4yjsyRfLEQ15,4104.23456
BTC Exchange,1LQZz1EfxGRFedd7CNumFFeGPRvc4DH34v,1.4140181000000005
1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYj,BTC Exchange,0.03505554
BTC Exchange,1JECFWTZsRw65y65DEVR2djXv2KMYfuo7A,109.999549
BTC Exchange,12Ze14vvoMxEAijZcJVCTG8uzcPB8TSTrs,1072.2993011
BTC Exchange,1JECFWTZsRw65y65DEVR2djXv2KMYfuo7A,1371.1931038000002
BTC Exchange,1Mt6STNGoHGuDziUSCagqTGNGrbDFSBxRn,1596.7432811
BTC Exchange,3Mf1tGQVx5JmpDY1Rs1TocRiE5wG4Pekn1,11.947050010000002
BTC Exchange,1361wC48gW19mKAJmAkdXScLZKYdXgViS9,4382.5195595
BTC Exchange,1Mt6STNGoHGuDziUSCagqTGNGrbDFSBxRn,1384.66323606
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,2700.0
3Mf1tGQVx5JmpDY1Rs1TocRiE5wG4Pekn1,BTC Exchange,2.17395272
BTC Exchange,17sdJUuR27w5vJrDP2wqEwcSUo7z3r4X1D,2.9813914800000005
BTC Exchange,19RtRzXV5px91eMbWZFCWLZRUeQX5XxxnJ,3769.2471857899964
BTC Exchange,1LQZz1EfxGRFedd7CNumFFeGPRvc4DH34v,2.8081287500000003
BTC Exchange,1M14kQL3zfyEAHx6JCM3gsZyAxyiSDMWdp,4569.488836299999
BTC Exchange,1Mt6STNGoHGuDziUSCagqTGNGrbDFSBxRn,458.0185674
BTC Exchange,3Mf1tGQVx5JmpDY1Rs1TocRiE5wG4Pekn1,1998.6772902300002
3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,BTC Exchange,750.0
BTC Exchange,19RtRzXV5px91eMbWZFCWLZRUeQX5XxxnJ,369.0487773
BTC Exchange,1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,0.10274374999999998
BTC Exchange,1FZcb6BU1ZbHQJcby7vDF2Na1z9UmkGSSG,3824.7986134399994
BTC Exchange,1JFUG5K3HidvfJD4R7nKyDJikmFpPcBB2,2014.7604132699998
BTC Exchange,1NRvGNx72TJAw6eJrFxpz7mdxQfxNSBdkk,34.469140470000006
BTC Exchange,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.11647585999999999
BTC Exchange,3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,0.01306894
BTC Exchange,1C1sUtw6fYa1Yr5wexrH2ayT1ZykD9Sobx,2926.9604060099996
BTC Exchange,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,288.5299
BTC Exchange,1C1sUtw6fYa1Yr5wexrH2ayT1ZykD9Sobx,338.1974413
